Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
MT,Maestro,Wells Fargo,62777945024618,Marie Treutel,451,07/2019,03/2023,25,9133,950095
JC,JCB,Japan Credit Bureau,38277826466856,Emiliano Mosciski,382,09/2017,04/2021,13,5730,264549
MC,Mastercard,Barclays,50000032330823350,Kayleigh McCullough,481,09/2005,10/2008,4,7062,945174
EO,Elo,Chase,3006984367726760,Kirsten Veum,498,11/2018,11/2021,4,7195,409309
MT,Maestro,Barclays,6314725619992,Euna Friesen,384,07/2019,03/2024,15,4731,143210
DC,Diners Club,Diners Club International,6572570134475068119,Daisha Bogan,313,08/2000,08/2005,13,1289,745922
AX,American Express,American Express,62185462505462738,Nina Hammes,369,10/2020,05/2025,20,4338,139751
JC,JCB,Japan Credit Bureau,6062824148400281,Cyrus Nitzsche,304,07/2014,02/2019,8,7508,764870
HR,Hiper,GE Capital,6062828030255208,Arlie Christiansen,278,02/2008,06/2011,5,1405,943069
DS,Discover,Discover,5145724029334661,Graham Waelchi,436,07/2011,01/2015,6,7693,986225
HC,Hipercard,Chase,506698921469011,Yazmin Schumm,6861,01/2010,08/2013,7,9840,383645
HC,Hipercard,Chase,4288374327756569,Tobin Schmidt,136,12/2011,06/2016,12,7009,285285
DC,Diners Club,Diners Club International,4714179326445658,Alycia Schiller,333,06/2018,09/2022,6,8669,179935
MC,Mastercard,U.S. Bancorp,370134656582508,Jena Carter,995,11/2002,10/2007,19,9485,931203
DC,Diners Club,Diners Club International,626032456810993269,Stewart Swift,517,03/2000,09/2004,2,4755,633711
UP,UnionPay,Capital One,2708427485002329,Marisol Macejkovic,380,07/2001,11/2004,12,3984,98355
HC,Hipercard,U.S. Bancorp,6376091766127734,Timmothy Schultz,4377,06/2004,04/2009,15,3734,202000
UP,UnionPay,Wells Fargo,3008373091527900,Landen Schoen,353,05/2008,08/2012,19,9114,667765
MT,Maestro,Wells Fargo,39110781584273,Darion Considine,964,07/2015,01/2020,7,8415,627176
MC,Mastercard,Chase,6062821232470857,Samanta Donnelly,312,04/2001,08/2005,7,7443,638617
EO,Elo,U.S. Bancorp,622126265639281244,Savanna Stokes,156,04/2009,06/2012,17,8996,851243
HR,Hiper,U.S. Bancorp,379980583004078,Millie Cronin,902,07/2000,11/2004,22,5495,322826
AX,American Express,American Express,6375680336419380,Lavina McGlynn,226,10/2001,11/2004,21,3094,984056
HR,Hiper,Capital One,6739787487981398,Baby Mayer,499,12/2004,11/2008,3,3612,443541
HC,Hipercard,Barclays,2232965258021310,Eulalia Hermann,313,12/2010,10/2014,6,8811,834045
HR,Hiper,Bank of America,5067782495505762,Miles Kautzer,516,12/2019,02/2024,10,8211,499056
HC,Hipercard,Chase,6362971793772337,Melba Predovic,812,05/2020,02/2024,3,1096,21720
EO,Elo,Wells Fargo,2131437703862971,Estevan Welch,799,09/2015,09/2019,26,1853,590816
HR,Hiper,Barclays,5907605119768090,Jacquelyn Beier,223,11/2005,11/2008,16,4929,584549
JC,JCB,Japan Credit Bureau,622925982377694718,Francisco Funk,639,08/2011,03/2015,26,3690,374602
JC,JCB,Japan Credit Bureau,6493483690577287258,Raheem Schmitt,338,03/2005,01/2009,1,5362,266725
HC,Hipercard,Barclays,6062821132599649,Clementine Hand,867,04/2016,05/2019,13,4785,302393
MC,Mastercard,Chase,6375999588021045,Macie Beier,795,07/2014,02/2018,14,4125,430804
AX,American Express,American Express,816431424920109329,Otis Runte,2650,10/2014,09/2019,23,3335,102857
DS,Discover,Discover,622999913229713,Josephine Beer,424,06/2015,11/2019,7,6039,849070
EO,Elo,Barclays,6376120826376369,Murl Mayert,175,03/2020,01/2024,19,4459,116411
AX,American Express,American Express,6062820548488769,Tierra Cole,5297,09/2019,06/2023,6,7596,35602
HR,Hiper,U.S. Bancorp,3835869366033156366,Brook Gislason,430,05/2006,07/2009,22,8215,249706
JC,JCB,Japan Credit Bureau,6376122151061509,Itzel Adams,232,12/2017,10/2021,19,9714,27345
MT,Maestro,Bank of America,6498516128374350086,Sally Turner,193,05/2003,09/2007,21,9460,112174
MC,Mastercard,Wells Fargo,62919758918557,Deontae Hilll,772,01/2011,12/2014,27,9171,197921
MT,Maestro,U.S. Bancorp,4338916112850245,Alexandre Towne,116,03/2016,12/2020,23,1900,663161
VI,Visa,Wells Fargo,6062820189744496,Leslie Ritchie,941,03/2020,11/2023,5,8283,369644
DC,Diners Club,Diners Club International,6210005994322445915,Roxane White,458,12/2010,09/2014,9,6557,651583
HC,Hipercard,U.S. Bancorp,2229027395927233,Evan Oberbrunner,609,06/2016,04/2020,7,3685,709811
HC,Hipercard,Chase,5611592899719,Candida Marvin,373,03/2005,03/2008,16,6374,233396
UP,UnionPay,U.S. Bancorp,4039423253149109,Isabel Boehm,773,10/2017,12/2020,14,2341,312110
HC,Hipercard,Barclays,3052101680559135616,Derek Macejkovic,633,04/2001,10/2005,3,8783,999503
MT,Maestro,Bank of America,8100039168182296178,Freeman Thompson,299,09/2002,05/2007,3,1301,219152
MT,Maestro,Barclays,3528206327948931,Celestine Haag,705,03/2006,10/2010,3,6487,167071
EO,Elo,GE Capital,3000979074063993611,Gail Kerluke,755,11/2013,12/2016,17,1263,253372
HC,Hipercard,Bank of America,2708203658015038,Trycia Stark,339,03/2019,11/2023,22,6212,407730
MC,Mastercard,Capital One,6062821212564737,Shaun Morissette,794,10/2003,01/2008,19,4476,790882
UP,UnionPay,GE Capital,6229997235187830472,Antonietta Fisher,239,03/2016,07/2019,17,9139,994347
JC,JCB,Japan Credit Bureau,213156522615839804,Cristobal Brekke,245,01/2020,03/2024,23,2396,240620
HR,Hiper,Bank of America,493698444463589758,Jerrell Mills,236,06/2013,03/2017,10,9080,608802
HC,Hipercard,Barclays,4970213153558058,Henry Dickens,861,04/2020,12/2023,20,9632,339473
MC,Mastercard,U.S. Bancorp,6376094358529234,Maritza VonRueden,305,06/2015,03/2019,12,8730,842218
VI,Visa,U.S. Bancorp,6376123347062039,Broderick Kuhic,217,07/2009,05/2013,14,3954,347724
AX,American Express,American Express,6507003315756360,Anne Von,330,04/2019,01/2023,10,1117,627679
HR,Hiper,Bank of America,3589855731755807216,Annalise Kris,932,06/2015,09/2018,22,5488,586184
AX,American Express,American Express,493698800480926937,Bell Carroll,608,11/2012,12/2015,18,1597,61062
AX,American Express,American Express,6507200225817429,Watson Spencer,7394,09/2013,08/2018,12,9148,355990
VI,Visa,Barclays,2720443704354510,Jonas Parker,612,03/2003,04/2007,24,1461,733319
MC,Mastercard,Chase,5099996096704598,Desmond Durgan,851,09/2018,01/2023,3,1129,413945
MC,Mastercard,Chase,6062825288241484,Augustus Greenfelder,515,10/2009,02/2013,18,2001,594883
DC,Diners Club,Diners Club International,49369896707827,Libbie Nitzsche,633,10/2008,09/2013,11,8374,726724
MT,Maestro,GE Capital,6495033616483699,Orville Balistreri,559,05/2018,12/2021,24,6652,758606
HC,Hipercard,Barclays,506779978056374913,Laney Heller,832,05/2001,12/2004,25,8693,465996
HR,Hiper,Barclays,629281432663018,Gene Kris,261,03/2019,10/2023,25,1467,500809
HC,Hipercard,U.S. Bancorp,6189620624896689,Kathleen Beahan,131,01/2009,08/2012,1,1429,317183
AX,American Express,American Express,4787090344699287,Lou Romaguera,632,09/2015,11/2018,12,6268,38591
HR,Hiper,Barclays,6494331385829937097,Jovani Cartwright,587,01/2017,09/2021,1,9008,574037
HC,Hipercard,Capital One,2234648045463999,Emilio Gleichner,724,12/2006,01/2010,5,6770,750384
DS,Discover,Discover,67877872945523,Francesca Cassin,817,09/2019,11/2022,23,1719,546656
MT,Maestro,Chase,6277790907083694,Annabel Gleason,942,12/2004,04/2008,9,9551,932685
EO,Elo,GE Capital,6062823390808845,Walton Ebert,700,03/2004,04/2008,16,7516,565012
DC,Diners Club,Diners Club International,50677911816816800,Kailee Parker,511,05/2016,10/2019,5,6681,747078
UP,UnionPay,Chase,813258066235053,Larissa Kozey,583,01/2012,01/2015,11,5193,492542
AX,American Express,American Express,6375689927024368,Zola Marvin,543,03/2004,07/2008,10,5641,658553
MC,Mastercard,Bank of America,6277006856539283,Odell Beier,503,01/2007,03/2010,8,8135,16871
UP,UnionPay,U.S. Bancorp,6062824121712447,Sean Dietrich,7473,07/2017,04/2021,10,4247,89171
JC,JCB,Japan Credit Bureau,4936981436315351148,Glen Prohaska,887,07/2008,04/2012,18,8936,161973
MT,Maestro,Wells Fargo,506698313166266,Robbie Moen,847,11/2005,08/2010,20,2806,295167
EO,Elo,Capital One,2700047551363039,Hunter Streich,602,11/2007,11/2011,6,2411,578695
HC,Hipercard,Barclays,342884009863311,Edyth Ferry,754,11/2004,01/2008,15,4557,596992
JC,JCB,Japan Credit Bureau,5066981412694038296,Marianne Zboncak,710,12/2013,03/2018,6,8716,174543
EO,Elo,Chase,4441701786156226,Evert Hamill,475,10/2019,04/2023,6,9873,663129
MC,Mastercard,U.S. Bancorp,6062829759308509,Jonathon Davis,773,04/2015,07/2019,27,1465,234033
EO,Elo,Capital One,817406479815138,Flo Frami,7413,03/2020,10/2023,14,7822,550834
AX,American Express,American Express,6062820993680282,Nasir Hettinger,389,04/2010,11/2014,26,7232,387083
UP,UnionPay,Barclays,3973802781672890,Therese Blick,3293,07/2003,05/2008,5,3218,328618
HC,Hipercard,Bank of America,213191786949704169,Velda Thompson,546,08/2009,08/2014,9,7945,678814
AX,American Express,American Express,6376093784956029,Macie Mayert,9303,05/2017,07/2021,11,7086,608127
DS,Discover,Discover,6376099835430393,Elisha Goldner,568,02/2002,07/2005,18,4870,53555
UP,UnionPay,Chase,6376128599993450,Aubree Yundt,221,08/2005,04/2010,19,3885,332514
DC,Diners Club,Diners Club International,4149610988545968,Mikayla Quitzon,404,01/2003,06/2007,1,2682,46714
VI,Visa,Capital One,6011825114165974,Ezequiel Frami,535,09/2010,12/2013,13,2985,460194
MT,Maestro,Barclays,349025862364913,Arlo Jaskolski,905,03/2003,03/2006,27,3617,414816
HR,Hiper,Wells Fargo,81518007547226787,Beth Kautzer,303,09/2018,02/2023,1,9103,824134
JC,JCB,Japan Credit Bureau,6376095022353588,Camryn Collier,917,05/2012,06/2015,16,8695,216212
VI,Visa,Capital One,50669834051729829,Natalia Yundt,1818,11/2013,06/2018,8,1708,87487
HC,Hipercard,Barclays,6449048249195181870,Noemy Klein,935,12/2008,10/2012,25,5429,22341
JC,JCB,Japan Credit Bureau,38202704866399,Anissa Lubowitz,758,05/2016,01/2021,8,8907,5410
JC,JCB,Japan Credit Bureau,6449510618937474794,Nona Kulas,713,09/2014,05/2018,3,2925,803040
UP,UnionPay,Wells Fargo,6375998511951484,Travon Kshlerin,998,06/2000,07/2003,24,7015,763917
AX,American Express,American Express,378569673430946,Maximillia Koelpin,124,10/2008,05/2012,11,7564,774375
MC,Mastercard,Chase,6722034846192972,Sophia Auer,891,03/2008,11/2012,22,9479,442832
MT,Maestro,GE Capital,347259679820369,Vada Schumm,855,08/2015,06/2019,25,8940,592657
JC,JCB,Japan Credit Bureau,636490916197468502,Lorenzo Torp,560,03/2006,10/2009,18,2836,930602
HR,Hiper,Bank of America,38671504016282,Shanny Block,435,01/2011,04/2014,9,7448,427376
HC,Hipercard,GE Capital,371273627869963,Bettye Dicki,188,08/2005,07/2010,26,7699,376331
AX,American Express,American Express,6498964256397662083,Gaetano Leffler,483,12/2020,10/2025,1,3075,937003
HC,Hipercard,Barclays,5066991685803348,Ora Lubowitz,698,12/2012,10/2016,2,3246,286198
DS,Discover,Discover,2229189106803366,Abner Kovacek,926,10/2010,09/2015,5,7980,906121
JC,JCB,Japan Credit Bureau,35896070815318718,Lew Stanton,472,01/2002,12/2005,2,8188,582359
DS,Discover,Discover,4283552978108447,Anita Kovacek,905,10/2020,09/2024,20,4951,166105
JC,JCB,Japan Credit Bureau,3059054383248151,Kody Waelchi,538,08/2018,12/2022,20,8155,35476
VI,Visa,Chase,6062821035604520,Marge Schowalter,959,02/2009,01/2013,18,9738,140678
MC,Mastercard,Capital One,6277799548364479114,Dudley Morissette,3086,06/2017,06/2021,15,7069,480049
UP,UnionPay,Barclays,213133226852828136,Brendon Bergstrom,8873,01/2012,12/2015,20,7232,676797
EO,Elo,U.S. Bancorp,6590728962072378652,Ashley Schimmel,232,02/2016,08/2020,22,4085,36529
JC,JCB,Japan Credit Bureau,6210025467149784721,Edward Smith,465,08/2010,09/2013,17,5856,868178
VI,Visa,Chase,6362973287285578,Austin Kohler,597,06/2012,07/2015,6,9447,851872
VI,Visa,Capital One,3848771126885918,Maribel Dickens,422,05/2011,05/2015,24,6068,729378
MT,Maestro,Capital One,6220082251842067918,Amara Lang,534,01/2002,06/2005,14,4767,830049
UP,UnionPay,GE Capital,3689800345195596265,Kiel Kirlin,530,07/2006,05/2011,21,3014,91898
DC,Diners Club,Diners Club International,634073074575740090,Clarissa Hintz,699,09/2002,01/2007,6,8491,276136
JC,JCB,Japan Credit Bureau,347860571547073,Josh Haley,603,04/2009,05/2012,3,8987,704574
HC,Hipercard,Capital One,5106075020046367,Darrel Schimmel,8408,05/2012,06/2015,2,5258,141578
HR,Hiper,Chase,6062826657496014,Anna Cormier,524,07/2005,10/2009,26,5819,526477
JC,JCB,Japan Credit Bureau,6376098512532158,Tressie Jacobi,757,07/2003,12/2007,26,9404,603136
AX,American Express,American Express,6505987566583246,Paul Mohr,505,08/2020,02/2024,18,3459,236845
EO,Elo,GE Capital,6370956351328275,Isidro Lebsack,732,09/2014,07/2018,13,3848,457349
MC,Mastercard,Bank of America,568013614132408245,Demario Hahn,829,03/2016,11/2019,18,1682,457188
AX,American Express,American Express,4412694401066653,Jairo Lockman,394,04/2009,08/2013,27,8067,925851
HR,Hiper,Wells Fargo,349463902840149,Gabriel Cole,344,03/2007,05/2010,13,2336,168995
JC,JCB,Japan Credit Bureau,4514166292872538,Eveline Littel,788,08/2016,02/2021,2,9367,48585
MT,Maestro,Bank of America,4483601775780599,Verner Boyer,514,09/2018,08/2023,14,4133,970987
EO,Elo,U.S. Bancorp,3621744829479399,Aric Windler,2382,01/2013,01/2017,13,3615,84478
HC,Hipercard,Capital One,39858666816075,Leda Romaguera,416,04/2004,08/2007,3,3874,766159
AX,American Express,American Express,6495310696494223775,Tara Haag,860,06/2012,08/2016,11,7546,106466
JC,JCB,Japan Credit Bureau,5955065017365120,Madeline Welch,496,02/2004,02/2007,1,5153,976152
DS,Discover,Discover,4484734189382006,Enos Beier,676,12/2014,02/2018,5,4525,947774
MC,Mastercard,Wells Fargo,2237691845745246,Macey Torphy,156,07/2007,10/2011,20,1086,778191
HR,Hiper,Wells Fargo,6539955456386169791,Walter Cartwright,913,01/2000,12/2003,12,5728,285723
VI,Visa,Chase,632191751154744,Jamar Heidenreich,3350,07/2006,07/2010,4,2542,878873
DC,Diners Club,Diners Club International,4514162401303895,Lily Jewess,334,04/2012,04/2015,7,1047,786569
DS,Discover,Discover,506779649355946,Jacquelyn Will,458,09/2020,10/2024,21,7540,858429
EO,Elo,GE Capital,4514161613540906,Carley Abernathy,320,01/2003,06/2007,4,9851,908433
MT,Maestro,Barclays,376378787841648,Conor Jacobi,170,08/2019,01/2024,1,2075,500602
MT,Maestro,Chase,342461647200360,Deon Lueilwitz,860,02/2015,03/2018,25,5724,832397
MT,Maestro,Capital One,2233551551173799,Pasquale Wyman,711,12/2005,01/2010,26,8069,945946
HC,Hipercard,Capital One,2717304260387895,Jacynthe Beier,251,08/2008,10/2012,13,7710,611181
VI,Visa,Capital One,345122786549549,Samir Hartmann,895,05/2001,11/2004,27,4404,51953
DS,Discover,Discover,4484259798678990,Juana Huels,650,07/2000,02/2004,26,9072,75729
AX,American Express,American Express,30525409304748,Misael Lehner,826,03/2020,03/2023,2,5735,482288
JC,JCB,Japan Credit Bureau,624651278836628,Serena Pacocha,965,06/2008,09/2011,3,1696,99043
AX,American Express,American Express,6376121755079024,Emile Huels,901,06/2010,07/2014,24,6611,230078
AX,American Express,American Express,6560329641472719378,Itzel Pagac,736,08/2015,08/2020,20,2208,56479
MC,Mastercard,Capital One,376023994202347,Carolyn Schumm,452,05/2005,06/2009,26,3058,829091
VI,Visa,U.S. Bancorp,3528019283035407434,Henriette Zboncak,376,03/2018,06/2021,12,2402,176621
MT,Maestro,GE Capital,6062825324189994,Tia Schultz,964,06/2006,03/2011,22,4117,136948
DS,Discover,Discover,6507275358925322,Hassan Schumm,295,11/2004,09/2008,13,9379,763093
JC,JCB,Japan Credit Bureau,4195419676786501,Jacky Klein,362,03/2008,11/2012,23,7503,523496
UP,UnionPay,GE Capital,6062822212532807,Ella Klein,544,01/2011,07/2014,27,2016,6584
UP,UnionPay,Barclays,38050174049768,Ted Bechtelar,228,12/2007,06/2012,5,9214,504697
HC,Hipercard,U.S. Bancorp,6370958467910863,Donnie Feeney,112,06/2010,07/2014,4,8751,733052
DC,Diners Club,Diners Club International,621002824184712,Evan Bailey,973,05/2005,05/2008,26,8580,938738
MC,Mastercard,U.S. Bancorp,372216438525604,Elda Auer,238,05/2014,11/2017,25,5068,92112
MT,Maestro,Wells Fargo,6550198995618686,Thalia Considine,8006,11/2011,12/2014,20,2823,281004
MC,Mastercard,Bank of America,6291629601202303,Georgiana Jacobs,323,04/2010,12/2013,9,3814,763828
MT,Maestro,Wells Fargo,6507006652111263,Darion Robel,957,04/2011,09/2014,12,8441,331123
EO,Elo,U.S. Bancorp,506698683303350249,Ilene Rogahn,369,08/2018,06/2022,27,6029,427721
HR,Hiper,Chase,6062826342319738,Lucinda Blanda,8162,12/2006,11/2011,27,5909,762912
EO,Elo,U.S. Bancorp,5066985287909,Alisha Donnelly,777,03/2013,03/2017,5,3135,65931
AX,American Express,American Express,3800580715926862559,Lura Ullrich,636,02/2010,12/2013,6,5184,167708
EO,Elo,Wells Fargo,36098574999845,Taylor Cole,2375,01/2008,06/2012,7,5678,38076
HC,Hipercard,U.S. Bancorp,3054745704848265,Julien Gleichner,7289,07/2010,02/2014,2,7834,52252
VI,Visa,GE Capital,3528445827315817,Blake Erdman,916,12/2011,01/2016,11,8572,282652
VI,Visa,Chase,5925451015344,Gordon Green,669,07/2014,08/2018,1,2113,574921
HC,Hipercard,GE Capital,18000481204078905,Fay Morar,4807,11/2010,11/2014,10,7245,831442
UP,UnionPay,Bank of America,815286009927683117,Jason Effertz,267,05/2012,08/2016,8,8868,570244
JC,JCB,Japan Credit Bureau,2233085401715616,Emilie Langosh,851,10/2003,01/2007,12,3679,529312
MT,Maestro,Bank of America,3835190476909010108,Kyla Gaylord,568,05/2015,05/2019,16,5546,157580
JC,JCB,Japan Credit Bureau,6062829739799694,Sage Balistreri,769,08/2000,01/2004,8,4156,533777
UP,UnionPay,Capital One,62899874652068,Edgardo Nicolas,772,05/2006,07/2010,14,4794,870605
DS,Discover,Discover,6376090358380263,Terrance Heller,246,10/2002,01/2006,19,8361,254832
DS,Discover,Discover,30560449515870,Stanford Trantow,392,01/2002,09/2006,12,1998,588924
HR,Hiper,GE Capital,6277003660117208,Monica Upton,742,04/2017,08/2020,12,9968,25705
MT,Maestro,Bank of America,506698152387459698,Breanne Witting,604,01/2013,03/2016,16,8201,779774
MC,Mastercard,Wells Fargo,50899985895261,Drew Frami,627,05/2002,01/2007,20,4434,109101
AX,American Express,American Express,6449868301750374,Ken Williamson,985,02/2016,01/2020,1,7632,449186
JC,JCB,Japan Credit Bureau,6375995206168051,Harry Dooley,881,02/2015,05/2018,4,2021,559735
VI,Visa,Chase,3964449002966247,Tara Wilderman,860,05/2011,05/2015,2,2737,724056
MC,Mastercard,Bank of America,4963235695940998,Rosemarie Huel,759,06/2007,09/2011,11,2212,72929
DS,Discover,Discover,2710165171340639,Jarret Sauer,638,05/2015,05/2018,17,3081,270097
HC,Hipercard,Chase,2131676230115798966,Taylor Langosh,907,11/2005,03/2010,13,3246,5859
UP,UnionPay,Barclays,2676784249489079,Pasquale Vandervort,924,05/2002,05/2007,27,4185,388316
EO,Elo,Bank of America,3623552398238742,Ottilie Mayert,893,12/2012,07/2017,1,1299,12295
VI,Visa,U.S. Bancorp,2131605858655412,Vivien Yost,6468,11/2018,05/2023,8,5619,623601
HC,Hipercard,U.S. Bancorp,3823563994750833654,Celia Labadie,423,01/2010,01/2014,11,5183,825319
VI,Visa,U.S. Bancorp,6375999303148586,Lia Cormier,270,11/2014,11/2018,6,7065,87787
HR,Hiper,Bank of America,4611711572448889,Delilah Osinski,3117,05/2005,12/2009,18,7429,777893
DS,Discover,Discover,38826731020818,Geovanny Jacobi,277,04/2019,02/2023,6,2612,943494
MC,Mastercard,Barclays,5099998442556169,Irma Krajcik,362,05/2015,12/2019,16,3137,157671
MT,Maestro,GE Capital,4576310673723432,Frank Carroll,952,05/2017,06/2020,8,5321,51287
JC,JCB,Japan Credit Bureau,6062827158797108,Antwon Hessel,523,10/2010,11/2014,2,5350,486588
DS,Discover,Discover,6375995091937578,Manley Strosin,993,09/2003,08/2007,27,5843,513878
MT,Maestro,Chase,3888038904708790,Daphne Tillman,589,12/2011,09/2015,24,6229,469634
MC,Mastercard,Capital One,6504859717221235,Consuelo Klein,180,09/2009,01/2013,2,1791,358797
VI,Visa,GE Capital,4709601934652851,Unique Dickinson,703,07/2011,04/2015,13,1209,999038
HR,Hiper,Chase,36768128377348,Eda Pacocha,436,12/2001,01/2006,7,9255,516290
AX,American Express,American Express,2718590307512698,Bernhard Nader,314,10/2008,05/2013,18,5678,173115
JC,JCB,Japan Credit Bureau,30005742148474,Birdie Auer,641,03/2019,11/2023,21,6870,851653
MT,Maestro,Bank of America,6505385069034173,Sierra Powlowski,3971,09/2001,01/2005,21,9326,948924
MC,Mastercard,GE Capital,340078025211348,Adan Dare,698,03/2005,09/2009,15,2693,602181
UP,UnionPay,Bank of America,6062821709767058,Marge Weimann,947,08/2010,08/2015,18,8109,569888
